show_title,rating,votes,total_hours,total_views,weeks_in_top10,average_weekly_views_12m,average_weekly_views_4w,momentum_ratio,proven_demand_score,reliable_demand,demand_pattern,metadata_match_note,original_uk_audience,google_trends_average_12m,google_trends_average_4w,rights_status,current_platform,production_status,confirmed_release_date,estimated_viewers_low,estimated_viewers_base,estimated_viewers_high,projected_value_base_gbp,licence_cost_gbp,benefit_cost_ratio,projected_roi,break_even_viewers,recommendation
Love Is Blind: Italy,,,5400000,1300000.0,1,25000.0,0.0,0.0,4.2745803357314145,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,661154.8261390887,1017161.2709832133,1424025.7793764987,2542903.1774580334,,,,,Watchlist
Kevin Hart: The Kennedy Center Mark Twain Prize for American Humor,,,5400000,4100000.0,1,0.0,0.0,,4.2745803357314145,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,661154.8261390887,1017161.2709832133,1424025.7793764987,2542903.1774580334,,,,,Watchlist
Ricky Gervais: Mortality,,,5000000,5100000.0,1,98076.92307692308,0.0,0.0,4.202637889688249,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,658232.1642685852,1012664.8681055156,1417730.8153477218,2531662.170263789,,,,,Watchlist
How to Ruin Love,,,4900000,1600000.0,1,0.0,0.0,,4.118705035971224,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,654822.392086331,1007419.0647482015,1410386.690647482,2518547.661870504,,,,,Watchlist
Stokes Twins,,,4900000,1500000.0,1,28846.153846153848,0.0,0.0,4.118705035971224,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,654822.392086331,1007419.0647482015,1410386.690647482,2518547.661870504,,,,,Watchlist
Fisk,,,4900000,1800000.0,1,0.0,0.0,,4.118705035971224,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,654822.392086331,1007419.0647482015,1410386.690647482,2518547.661870504,,,,,Watchlist
Gabriel Iglesias: Legend of Fluffy,,,4900000,2900000.0,1,0.0,0.0,,4.118705035971224,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,654822.392086331,1007419.0647482015,1410386.690647482,2518547.661870504,,,,,Watchlist
Love Is Blind: Germany,,,4600000,1300000.0,1,0.0,0.0,,3.95083932853717,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,648002.8477218226,996927.4580335731,1395698.4412470022,2492318.6450839327,,,,,Watchlist
The Grimm Variations,,,4600000,1100000.0,1,0.0,0.0,,3.95083932853717,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,648002.8477218226,996927.4580335731,1395698.4412470022,2492318.6450839327,,,,,Watchlist
Tom Segura: Sledgehammer,,,4600000,4500000.0,1,0.0,0.0,,3.95083932853717,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,648002.8477218226,996927.4580335731,1395698.4412470022,2492318.6450839327,,,,,Watchlist
Diary of a Ditched Girl,,,4500000,1300000.0,1,25000.0,0.0,0.0,3.854916067146283,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,644105.9652278178,990932.2541966427,1387305.1558752996,2477330.635491607,,,,,Watchlist
Matt Rife: Unwrapped - A Christmas Crowd Work Special,,,4500000,4600000.0,1,88461.53846153847,0.0,0.0,3.854916067146283,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,644105.9652278178,990932.2541966427,1387305.1558752996,2477330.635491607,,,,,Watchlist
"Dr. Seuss’s Red Fish, Blue Fish",,,4500000,2000000.0,1,38461.53846153846,0.0,0.0,3.854916067146283,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,644105.9652278178,990932.2541966427,1387305.1558752996,2477330.635491607,,,,,Watchlist
Reporting for Duty,,,4400000,1200000.0,1,0.0,0.0,,3.794964028776979,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,641670.4136690648,987185.2517985612,1382059.3525179855,2467963.129496403,,,,,Watchlist
Camp CrunchLabs,,,4200000,1800000.0,1,34615.38461538462,450000.0,13.0,3.747002398081535,False,Possible short-term spike,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,639721.9724220624,984187.649880096,1377862.7098321342,2460469.12470024,,,,,Watchlist
If I Were Luísa Sonza,,,4000000,2200000.0,1,0.0,0.0,,3.6870503597122304,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,637286.4208633094,980440.6474820144,1372616.90647482,2451101.618705036,,,,,Watchlist
Go!,,,4000000,1500000.0,1,0.0,0.0,,3.6870503597122304,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,637286.4208633094,980440.6474820144,1372616.90647482,2451101.618705036,,,,,Watchlist
CMXXIV,,,3900000,2100000.0,1,40384.61538461538,0.0,0.0,3.6270983213429253,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,634850.8693045564,976693.6450839329,1367371.103117506,2441734.1127098324,,,,,Watchlist
GOOD BOY,,,3900000,1000000.0,1,0.0,0.0,,3.6270983213429253,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,634850.8693045564,976693.6450839329,1367371.103117506,2441734.1127098324,,,,,Watchlist
Ready or Not: Texas,,,3800000,1100000.0,1,21153.846153846152,0.0,0.0,3.5431654676258995,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,631441.0971223022,971447.8417266187,1360026.9784172662,2428619.6043165466,,,,,Watchlist
Mike Epps: Delusional,,,3800000,3800000.0,1,73076.92307692308,0.0,0.0,3.5431654676258995,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,631441.0971223022,971447.8417266187,1360026.9784172662,2428619.6043165466,,,,,Watchlist
Project UFO,,,3800000,1100000.0,1,0.0,0.0,,3.5431654676258995,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,631441.0971223022,971447.8417266187,1360026.9784172662,2428619.6043165466,,,,,Watchlist
My Korean Boyfriend,,,3700000,1400000.0,1,26923.076923076922,0.0,0.0,3.4832134292565944,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,629005.5455635492,967700.8393285371,1354781.1750599518,2419252.098321343,,,,,Watchlist
Regular Show,,,3600000,1600000.0,1,0.0,0.0,,3.447242206235012,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,627544.2146282974,965452.6378896883,1351633.6930455635,2413631.5947242207,,,,,Watchlist
Masters of the Universe: Revolution,,,3400000,1500000.0,1,0.0,0.0,,3.3752997601918464,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,624621.5527577938,960956.2350119904,1345338.7290167864,2402390.587529976,,,,,Watchlist
"Angi: Fake Life, True Crime",,,3400000,2700000.0,1,0.0,0.0,,3.3752997601918464,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,624621.5527577938,960956.2350119904,1345338.7290167864,2402390.587529976,,,,,Watchlist
The Last Hours of Mario Biondo,,,3300000,1500000.0,1,0.0,0.0,,3.29136690647482,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,621211.7805755397,955710.4316546763,1337994.6043165468,2389276.079136691,,,,,Watchlist
Leanne Morgan: Unspeakable Things,,,3300000,3000000.0,1,57692.307692307695,0.0,0.0,3.29136690647482,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,621211.7805755397,955710.4316546763,1337994.6043165468,2389276.079136691,,,,,Watchlist
The Playing Card Killer,,,3300000,1300000.0,1,0.0,0.0,,3.29136690647482,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,621211.7805755397,955710.4316546763,1337994.6043165468,2389276.079136691,,,,,Watchlist
Super Rich in Korea,,,3300000,1100000.0,1,0.0,0.0,,3.29136690647482,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,621211.7805755397,955710.4316546763,1337994.6043165468,2389276.079136691,,,,,Watchlist
Is It Cake? Valentines,,,3200000,4300000.0,1,82692.30769230769,0.0,0.0,3.183453237410072,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,616827.7877697842,948965.8273381295,1328552.1582733812,2372414.5683453237,,,,,Watchlist
Òlòtūré: The Journey,,,3200000,1700000.0,1,0.0,0.0,,3.183453237410072,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,616827.7877697842,948965.8273381295,1328552.1582733812,2372414.5683453237,,,,,Watchlist
My Wife My Abuser: Captured On Camera,,,3200000,2100000.0,1,0.0,0.0,,3.183453237410072,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,616827.7877697842,948965.8273381295,1328552.1582733812,2372414.5683453237,,,,,Watchlist
Mike Epps: Ready to Sell Out,,,3100000,3000000.0,1,0.0,0.0,,3.1115107913669062,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,613905.1258992807,944469.4244604317,1322257.1942446043,2361173.5611510794,,,,,Watchlist
Don't Hate the Player,,,3000000,1100000.0,1,0.0,0.0,,3.0755395683453237,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,612443.7949640288,942221.2230215827,1319109.7122302158,2355553.0575539568,,,,,Watchlist
Adam Sandler: Love You,,,2900000,2400000.0,1,0.0,0.0,,3.015587529976019,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,610008.2434052759,938474.2206235012,1313863.9088729017,2346185.551558753,,,,,Watchlist
Baby Shark Hospital Play,,,2900000,1900000.0,1,36538.46153846154,0.0,0.0,3.015587529976019,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,610008.2434052759,938474.2206235012,1313863.9088729017,2346185.551558753,,,,,Watchlist
Bert Kreischer: Lucky,,,2900000,2600000.0,1,0.0,0.0,,3.015587529976019,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,610008.2434052759,938474.2206235012,1313863.9088729017,2346185.551558753,,,,,Watchlist
Andrew Schulz: LIFE,,,2900000,2900000.0,1,0.0,0.0,,3.015587529976019,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,610008.2434052759,938474.2206235012,1313863.9088729017,2346185.551558753,,,,,Watchlist
Ellen DeGeneres: For Your Approval,,,2800000,2400000.0,1,0.0,0.0,,2.9556354916067145,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,607572.6918465227,934727.2182254196,1308618.1055155874,2336818.0455635493,,,,,Watchlist
Marcello Hernández: American Boy,,,2700000,2500000.0,1,48076.92307692308,0.0,0.0,2.89568345323741,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,605137.1402877698,930980.2158273382,1303372.3021582733,2327450.5395683455,,,,,Watchlist
85 South: Ghetto Legends,,,2700000,3000000.0,1,0.0,0.0,,2.89568345323741,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,605137.1402877698,930980.2158273382,1303372.3021582733,2327450.5395683455,,,,,Watchlist
Ali Wong: Single Lady,,,2700000,2700000.0,1,0.0,0.0,,2.89568345323741,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,605137.1402877698,930980.2158273382,1303372.3021582733,2327450.5395683455,,,,,Watchlist
Ricky Gervais Alley Cats,,,2600000,1500000.0,1,28846.153846153848,375000.0,13.0,2.76378896882494,False,Possible short-term spike,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,599778.9268585132,922736.8105515587,1291831.534772182,2306842.026378897,,,,,Watchlist
Taylor Tomlinson: Have It All,,,2600000,2300000.0,1,0.0,0.0,,2.76378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,599778.9268585132,922736.8105515587,1291831.534772182,2306842.026378897,,,,,Watchlist
Toriko X One Piece Collaboration Special,,,2600000,1100000.0,1,21153.846153846152,0.0,0.0,2.76378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,599778.9268585132,922736.8105515587,1291831.534772182,2306842.026378897,,,,,Watchlist
Funny AF with Kevin Hart,,,2600000,2200000.0,1,42307.692307692305,0.0,0.0,2.76378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,599778.9268585132,922736.8105515587,1291831.534772182,2306842.026378897,,,,,Watchlist
Shane Gillis: Beautiful Dogs,,,2600000,2900000.0,1,0.0,0.0,,2.76378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,599778.9268585132,922736.8105515587,1291831.534772182,2306842.026378897,,,,,Watchlist
Represent,,,2600000,800000.0,1,0.0,0.0,,2.76378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,599778.9268585132,922736.8105515587,1291831.534772182,2306842.026378897,,,,,Watchlist
Kountry Wayne: A Woman's Prayer,,,2600000,2600000.0,1,0.0,0.0,,2.76378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,599778.9268585132,922736.8105515587,1291831.534772182,2306842.026378897,,,,,Watchlist
Love is Blind Brazil: After the Altar,,,2500000,1700000.0,1,0.0,0.0,,2.6558752997601918,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,595394.9340527578,915992.206235012,1282389.0887290167,2289980.51558753,,,,,Watchlist
Jo Koy: Live from Brooklyn,,,2500000,2500000.0,1,0.0,0.0,,2.6558752997601918,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,595394.9340527578,915992.206235012,1282389.0887290167,2289980.51558753,,,,,Watchlist
Starto Countdown 2025→2026,,,2400000,1100000.0,1,21153.846153846152,0.0,0.0,2.6199040767386093,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,593933.603117506,913744.0047961631,1279241.6067146282,2284360.0119904075,,,,,Watchlist
Jimmy Carr: Natural Born Killer,,,2300000,2300000.0,1,0.0,0.0,,2.5959232613908876,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,592959.3824940048,912245.2038369305,1277143.2853717026,2280613.0095923264,,,,,Watchlist
Jim Jefferies: Two Limb Policy,,,2200000,2100000.0,1,0.0,0.0,,2.5719424460431655,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,591985.1618705036,910746.4028776978,1275044.9640287769,2276866.007194245,,,,,Watchlist
Pete Davidson: Turbo Fonzarelli,,,2100000,2300000.0,1,0.0,0.0,,2.5359712230215825,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,590523.8309352518,908498.2014388489,1271897.4820143883,2271245.503597122,,,,,Watchlist
Mike Birbiglia: The Old Man and The Pool,,,2100000,1600000.0,1,0.0,0.0,,2.5359712230215825,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,590523.8309352518,908498.2014388489,1271897.4820143883,2271245.503597122,,,,,Watchlist
The Boyfriend,,,2000000,900000.0,1,0.0,0.0,,2.4760191846522783,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,588088.2793764988,904751.1990407674,1266651.6786570742,2261877.9976019184,,,,,Watchlist
Amy Schumer: Emergency Contact,,,2000000,2400000.0,1,0.0,0.0,,2.4760191846522783,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,588088.2793764988,904751.1990407674,1266651.6786570742,2261877.9976019184,,,,,Watchlist
